Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v2
strin_x    strain_y    strain_z    v2
-0.03   -0.03   -0.03  0.6026152
-0.029   -0.029   -0.029  0.59817773
-0.028   -0.028   -0.028  0.59380645
-0.027   -0.027   -0.027  0.589267
-0.026   -0.026   -0.026  0.58481133
-0.025   -0.025   -0.025  0.5804078
-0.024   -0.024   -0.024  0.57603174
-0.023   -0.023   -0.023  0.57147396
-0.022   -0.022   -0.022  0.56673086
-0.021   -0.021   -0.021  0.5616939
-0.02   -0.02   -0.02  0.556546
-0.019   -0.019   -0.019  0.55161566
-0.018   -0.018   -0.018  0.54657924
-0.017   -0.017   -0.017  0.5413791
-0.016   -0.016   -0.016  0.5361188
-0.015   -0.015   -0.015  0.5318123
-0.014   -0.014   -0.014  0.5275351
-0.013   -0.013   -0.013  0.5232968
-0.012   -0.012   -0.012  0.5195637
-0.011   -0.011   -0.011  0.51667076
-0.01   -0.01   -0.01  0.51261055
-0.009   -0.009   -0.009  0.5084163
-0.008   -0.008   -0.008  0.5049425
-0.007   -0.007   -0.007  0.50169086
-0.006   -0.006   -0.006  0.49761736
-0.005   -0.005   -0.005  0.4932469
-0.004   -0.004   -0.004  0.48890245
-0.003   -0.003   -0.003  0.48509622
-0.002   -0.002   -0.002  0.48005503
-0.001   -0.001   -0.001  0.47354138
0.0   0.0   0.0  0.46668178
0.001   0.001   0.001  0.46024
0.002   0.002   0.002  0.45526683
0.003   0.003   0.003  0.44934112
0.004   0.004   0.004  0.4441868
0.005   0.005   0.005  0.4402053
0.006   0.006   0.006  0.43528658
0.007   0.007   0.007  0.43056762
0.008   0.008   0.008  0.42489496
0.009   0.009   0.009  0.41914237
0.01   0.01   0.01  0.4133947
0.011   0.011   0.011  0.40892637
0.012   0.012   0.012  0.4054699
0.013   0.013   0.013  0.4021942
0.014   0.014   0.014  0.39875245
0.015   0.015   0.015  0.39579833
0.016   0.016   0.016  0.3927678
0.017   0.017   0.017  0.38964796
0.018   0.018   0.018  0.38639292
0.019   0.019   0.019  0.38313276
0.02   0.02   0.02  0.38033724
0.021   0.021   0.021  0.37768495
0.022   0.022   0.022  0.37499547
0.023   0.023   0.023  0.37220907
0.024   0.024   0.024  0.36948663
0.025   0.025   0.025  0.36698967
0.026   0.026   0.026  0.3647964
0.027   0.027   0.027  0.36285567
0.028   0.028   0.028  0.3610999
0.029   0.029   0.029  0.3596678
