Inference results by NN model
1st is strain parameter along x, 2nd is y, 3rd is z and last term is v1
strin_x    strain_y    strain_z    v1
-0.03   0   0  0.78732246
-0.029   0   0  0.77890664
-0.028   0   0  0.7704404
-0.027   0   0  0.7619248
-0.026   0   0  0.7535503
-0.025   0   0  0.7452959
-0.024   0   0  0.73692673
-0.023   0   0  0.7286542
-0.022   0   0  0.7205895
-0.021   0   0  0.7124767
-0.02   0   0  0.7043801
-0.019   0   0  0.696307
-0.018   0   0  0.68799037
-0.017   0   0  0.6794786
-0.016   0   0  0.67110234
-0.015   0   0  0.6625708
-0.014   0   0  0.65371716
-0.013   0   0  0.6442094
-0.012   0   0  0.6349133
-0.011   0   0  0.6257182
-0.01   0   0  0.6162449
-0.009   0   0  0.60653245
-0.008   0   0  0.5966316
-0.007   0   0  0.5865287
-0.006   0   0  0.5760055
-0.005   0   0  0.565727
-0.004   0   0  0.55558133
-0.003   0   0  0.545195
-0.002   0   0  0.5346692
-0.001   0   0  0.5244244
0.0   0   0  0.5129584
0.001   0   0  0.50026715
0.002   0   0  0.4860685
0.003   0   0  0.47169137
0.004   0   0  0.45705557
0.005   0   0  0.44206858
0.006   0   0  0.4261335
0.007   0   0  0.4114303
0.008   0   0  0.39684194
0.009   0   0  0.3821686
0.01   0   0  0.36814535
0.011   0   0  0.35513145
0.012   0   0  0.34327757
0.013   0   0  0.33152285
0.014   0   0  0.32022542
0.015   0   0  0.3089901
0.016   0   0  0.29831174
0.017   0   0  0.2876731
0.018   0   0  0.27753615
0.019   0   0  0.268249
0.02   0   0  0.25959936
0.021   0   0  0.25156805
0.022   0   0  0.2438866
0.023   0   0  0.23628065
0.024   0   0  0.2292318
0.025   0   0  0.22292751
0.026   0   0  0.21724473
0.027   0   0  0.2120817
0.028   0   0  0.20728657
0.029   0   0  0.20292936
0.03   0   0  0.19893382
0.031   0   0  0.19512416
0.032   0   0  0.19145626
0.033   0   0  0.18778536
0.034   0   0  0.18411098
0.035   0   0  0.18050295
0.036   0   0  0.17695549
0.037   0   0  0.17336102
0.038   0   0  0.16994385
0.039   0   0  0.16659446
0.04   0   0  0.1633203
0.041   0   0  0.16013837
0.042   0   0  0.15699407
0.043   0   0  0.15383634
0.044   0   0  0.15067193
0.045   0   0  0.1475297
0.046   0   0  0.14444004
0.047   0   0  0.14136037
0.048   0   0  0.13837314
0.049   0   0  0.13538414
0.05   0   0  0.13236544
0.051   0   0  0.12938195
0.052   0   0  0.12643677
0.053   0   0  0.12349833
0.054   0   0  0.120569475
0.055   0   0  0.11765992
0.056   0   0  0.114745334
0.057   0   0  0.111816354
0.058   0   0  0.108877346
0.059   0   0  0.10594114
0.06   0   0  0.10299586
0.061   0   0  0.10005067
0.062   0   0  0.097108915
0.063   0   0  0.09417944
0.064   0   0  0.091258615
0.065   0   0  0.08837594
0.066   0   0  0.08548483
0.067   0   0  0.08259377
0.068   0   0  0.07970269
0.069   0   0  0.07681094
0.07   0   0  0.073927715
0.071   0   0  0.071044505
0.072   0   0  0.06814076
0.073   0   0  0.065236315
0.074   0   0  0.062331572
0.075   0   0  0.059441194
0.076   0   0  0.056566074
0.077   0   0  0.053691164
0.078   0   0  0.050827056
0.079   0   0  0.04796298
0.08   0   0  0.045102477
0.081   0   0  0.042229712
0.082   0   0  0.039354116
0.083   0   0  0.036478534
0.084   0   0  0.033606395
0.085   0   0  0.030738518
0.086   0   0  0.027876586
0.087   0   0  0.02503188
0.088   0   0  0.022186264
0.089   0   0  0.019335002
0.09   0   0  0.016490519
0.091   0   0  0.013646051
0.092   0   0  0.010800362
0.093   0   0  0.0079330355
0.094   0   0  0.005069077
0.095   0   0  0.0022125393
0.096   0   0  -0.00064077973
0.097   0   0  -0.0034905076
0.098   0   0  -0.006321475
0.099   0   0  -0.009131208
0.1   0   0  -0.011927307
0.101   0   0  -0.0147230625
0.102   0   0  -0.017474055
0.103   0   0  -0.02021879
0.104   0   0  -0.022960857
0.105   0   0  -0.025702909
0.106   0   0  -0.02844505
0.107   0   0  -0.031187072
0.108   0   0  -0.033918515
0.109   0   0  -0.036648497
0.11   0   0  -0.03937848
0.111   0   0  -0.042110875
0.112   0   0  -0.044845
0.113   0   0  -0.047583982
0.114   0   0  -0.05032347
0.115   0   0  -0.053062245
0.116   0   0  -0.055795684
0.117   0   0  -0.058526352
0.118   0   0  -0.06125526
0.119   0   0  -0.063978
0.12   0   0  -0.0667008
0.121   0   0  -0.06942354
0.122   0   0  -0.07214628
0.123   0   0  -0.07486902
0.124   0   0  -0.077594355
0.125   0   0  -0.080327734
0.126   0   0  -0.08306138
0.127   0   0  -0.08579497
0.128   0   0  -0.08852528
0.129   0   0  -0.091250524
0.13   0   0  -0.09399147
0.131   0   0  -0.09673338
0.132   0   0  -0.09948318
0.133   0   0  -0.102245376
0.134   0   0  -0.10500716
0.135   0   0  -0.10776834
0.136   0   0  -0.1105295
0.137   0   0  -0.11329059
0.138   0   0  -0.11605172
0.139   0   0  -0.118812844
0.14   0   0  -0.12157436
0.141   0   0  -0.12433551
0.142   0   0  -0.12709223
0.143   0   0  -0.12984903
0.144   0   0  -0.13260572
0.145   0   0  -0.13535719
0.146   0   0  -0.13810416
0.147   0   0  -0.14085104
0.148   0   0  -0.14359798
0.149   0   0  -0.14634483
0.15   0   0  -0.14909185
0.151   0   0  -0.15183876
0.152   0   0  -0.15458564
0.153   0   0  -0.157333
0.154   0   0  -0.16008757
0.155   0   0  -0.1628455
0.156   0   0  -0.16559471
0.157   0   0  -0.168337
0.158   0   0  -0.17107932
0.159   0   0  -0.17382164
0.16   0   0  -0.17656396
0.161   0   0  -0.17930616
0.162   0   0  -0.18204193
0.163   0   0  -0.18477361
0.164   0   0  -0.18750478
0.165   0   0  -0.1902359
0.166   0   0  -0.19296698
0.167   0   0  -0.19569816
0.168   0   0  -0.19842328
0.169   0   0  -0.20114319
0.17   0   0  -0.2038595
0.171   0   0  -0.20657386
0.172   0   0  -0.2092825
0.173   0   0  -0.21199112
0.174   0   0  -0.21469979
0.175   0   0  -0.21740843
0.176   0   0  -0.2201171
0.177   0   0  -0.22282575
0.178   0   0  -0.22553433
0.179   0   0  -0.22824304
0.18   0   0  -0.23095168
0.181   0   0  -0.23366027
0.182   0   0  -0.236371
0.183   0   0  -0.23908956
0.184   0   0  -0.24180822
0.185   0   0  -0.24452682
0.186   0   0  -0.24724548
0.187   0   0  -0.24996407
0.188   0   0  -0.25268263
0.189   0   0  -0.25540125
0.19   0   0  -0.25812
0.191   0   0  -0.2608381
0.192   0   0  -0.2635554
0.193   0   0  -0.2662726
0.194   0   0  -0.26898992
0.195   0   0  -0.27170712
0.196   0   0  -0.2744245
0.197   0   0  -0.2771418
0.198   0   0  -0.27985907
0.199   0   0  -0.28257632
0.2   0   0  -0.28529364
0.201   0   0  -0.28801107
0.202   0   0  -0.29072922
0.203   0   0  -0.2934476
0.204   0   0  -0.29616952
0.205   0   0  -0.29889268
0.206   0   0  -0.301616
0.207   0   0  -0.30434108
0.208   0   0  -0.30706775
0.209   0   0  -0.3097946
0.21   0   0  -0.3125143
0.211   0   0  -0.3152318
0.212   0   0  -0.3179494
0.213   0   0  -0.32066697
0.214   0   0  -0.32338202
0.215   0   0  -0.3260913
0.216   0   0  -0.32879543
0.217   0   0  -0.33149683
0.218   0   0  -0.33419818
0.219   0   0  -0.33689946
0.22   0   0  -0.33960086
0.221   0   0  -0.34230232
0.222   0   0  -0.34500366
0.223   0   0  -0.347705
0.224   0   0  -0.35040635
0.225   0   0  -0.35311544
0.226   0   0  -0.3558246
0.227   0   0  -0.35853392
0.228   0   0  -0.361243
0.229   0   0  -0.36395228
0.23   0   0  -0.3666613
0.231   0   0  -0.36937058
0.232   0   0  -0.37207973
0.233   0   0  -0.37478882
0.234   0   0  -0.37749988
0.235   0   0  -0.38021183
0.236   0   0  -0.38292366
0.237   0   0  -0.38563544
0.238   0   0  -0.38834727
0.239   0   0  -0.39105916
0.24   0   0  -0.39377093
0.241   0   0  -0.39648283
0.242   0   0  -0.39919472
0.243   0   0  -0.4019065
0.244   0   0  -0.40461826
0.245   0   0  -0.40733004
0.246   0   0  -0.410042
0.247   0   0  -0.41275388
0.248   0   0  -0.4154668
0.249   0   0  -0.4181826
0.25   0   0  -0.42089844
0.251   0   0  -0.42361403
0.252   0   0  -0.4263298
0.253   0   0  -0.4290455
0.254   0   0  -0.43176204
0.255   0   0  -0.43448842
0.256   0   0  -0.43721455
0.257   0   0  -0.43994087
0.258   0   0  -0.44266707
0.259   0   0  -0.44539332
0.26   0   0  -0.44811958
