Inference results by NN model
strain parameters and last term is v2
strain_x    strain_y     strain_z     v2
-0.0     -0.03     -0.03     0.5849204
-0.0     -0.029     -0.029     0.5792241
-0.0     -0.028     -0.028     0.57355607
-0.0     -0.027     -0.027     0.567926
-0.0     -0.026     -0.026     0.5623456
-0.0     -0.025     -0.025     0.55669177
-0.0     -0.024     -0.024     0.55097485
-0.0     -0.023     -0.023     0.5455256
-0.0     -0.022     -0.022     0.5398339
-0.0     -0.021     -0.021     0.53423226
-0.0     -0.02     -0.02     0.52874434
-0.0     -0.019     -0.019     0.5229393
-0.0     -0.018     -0.018     0.51728755
-0.0     -0.017     -0.017     0.5123749
-0.0     -0.016     -0.016     0.50825626
-0.0     -0.015     -0.015     0.5044219
-0.0     -0.014     -0.014     0.50053024
-0.0     -0.013     -0.013     0.4969069
-0.0     -0.012     -0.012     0.4936005
-0.0     -0.011     -0.011     0.49038085
-0.0     -0.01     -0.01     0.4875468
-0.0     -0.009     -0.009     0.48492742
-0.0     -0.008     -0.008     0.4823628
-0.0     -0.007     -0.007     0.47987288
-0.0     -0.006     -0.006     0.47973502
-0.0     -0.005     -0.005     0.47953108
-0.0     -0.004     -0.004     0.47932845
-0.0     -0.003     -0.003     0.47660217
-0.0     -0.002     -0.002     0.4732463
-0.0     -0.001     -0.001     0.47012576
0.0     0.0     0.0     0.4664856
0.0     0.001     0.001     0.4630514
0.0     0.002     0.002     0.45869395
0.0     0.003     0.003     0.45293063
0.0     0.004     0.004     0.44582936
0.0     0.005     0.005     0.44040635
0.0     0.006     0.006     0.4344956
0.0     0.007     0.007     0.42671782
0.0     0.008     0.008     0.41954038
0.0     0.009     0.009     0.4124733
0.0     0.01     0.01     0.40535375
0.0     0.011     0.011     0.39772326
0.0     0.012     0.012     0.39002997
0.0     0.013     0.013     0.38267732
0.0     0.014     0.014     0.37594002
0.0     0.015     0.015     0.3699805
0.0     0.016     0.016     0.36408752
0.0     0.017     0.017     0.3581648
0.0     0.018     0.018     0.35210216
0.0     0.019     0.019     0.3463469
0.0     0.02     0.02     0.34093976
0.0     0.021     0.021     0.33578572
0.0     0.022     0.022     0.33063906
0.0     0.023     0.023     0.32569665
0.0     0.024     0.024     0.32113516
0.0     0.025     0.025     0.31686673
0.0     0.026     0.026     0.31267798
0.0     0.027     0.027     0.30842525
0.0     0.028     0.028     0.30421937
0.0     0.029     0.029     0.30002514
0.0     0.03     0.03     0.2959031
