Inference results by NN model
strain parameters and last term is v3
strain_x    strain_y     strain_z     v3
-0.0     -0.0     -0.03     -0.45895272
-0.0     -0.0     -0.029     -0.45426363
-0.0     -0.0     -0.028     -0.4495235
-0.0     -0.0     -0.027     -0.44471937
-0.0     -0.0     -0.026     -0.4397791
-0.0     -0.0     -0.025     -0.43481058
-0.0     -0.0     -0.024     -0.42954737
-0.0     -0.0     -0.023     -0.42414618
-0.0     -0.0     -0.022     -0.41882497
-0.0     -0.0     -0.021     -0.41322863
-0.0     -0.0     -0.02     -0.40761304
-0.0     -0.0     -0.019     -0.40200114
-0.0     -0.0     -0.018     -0.39627331
-0.0     -0.0     -0.017     -0.39057338
-0.0     -0.0     -0.016     -0.38503924
-0.0     -0.0     -0.015     -0.3795405
-0.0     -0.0     -0.014     -0.37423587
-0.0     -0.0     -0.013     -0.36893284
-0.0     -0.0     -0.012     -0.36383426
-0.0     -0.0     -0.011     -0.35919183
-0.0     -0.0     -0.01     -0.35496956
-0.0     -0.0     -0.009     -0.35158187
-0.0     -0.0     -0.008     -0.34832537
-0.0     -0.0     -0.007     -0.3455853
-0.0     -0.0     -0.006     -0.34282893
-0.0     -0.0     -0.005     -0.33956695
-0.0     -0.0     -0.004     -0.3367576
-0.0     -0.0     -0.003     -0.3335511
-0.0     -0.0     -0.002     -0.32948956
-0.0     -0.0     -0.001     -0.32552534
0.0     0.0     0.0     -0.32251433
0.0     0.0     0.001     -0.31769478
0.0     0.0     0.002     -0.31262237
0.0     0.0     0.003     -0.30820334
0.0     0.0     0.004     -0.3049469
0.0     0.0     0.005     -0.30153286
0.0     0.0     0.006     -0.2981906
0.0     0.0     0.007     -0.29458207
0.0     0.0     0.008     -0.2919138
0.0     0.0     0.009     -0.290431
0.0     0.0     0.01     -0.2889548
0.0     0.0     0.011     -0.28757083
0.0     0.0     0.012     -0.28599134
0.0     0.0     0.013     -0.28443438
0.0     0.0     0.014     -0.28318173
0.0     0.0     0.015     -0.281914
0.0     0.0     0.016     -0.28048235
0.0     0.0     0.017     -0.2792111
0.0     0.0     0.018     -0.27823704
0.0     0.0     0.019     -0.27725482
0.0     0.0     0.02     -0.2764446
0.0     0.0     0.021     -0.27594757
0.0     0.0     0.022     -0.2754362
0.0     0.0     0.023     -0.2750135
0.0     0.0     0.024     -0.274598
0.0     0.0     0.025     -0.2744283
0.0     0.0     0.026     -0.27445966
0.0     0.0     0.027     -0.27489486
0.0     0.0     0.028     -0.27542692
0.0     0.0     0.029     -0.2760229
0.0     0.0     0.03     -0.27685344
