Inference results by NN model
strain parameters and last term is v1
strain_x    strain_y     strain_z     v1
-0.03     -0.03     -0.03     0.61914957
-0.029     -0.029     -0.029     0.61282307
-0.028     -0.028     -0.028     0.6066229
-0.027     -0.027     -0.027     0.60059845
-0.026     -0.026     -0.026     0.59461033
-0.025     -0.025     -0.025     0.5886044
-0.024     -0.024     -0.024     0.58287704
-0.023     -0.023     -0.023     0.5775516
-0.022     -0.022     -0.022     0.5724789
-0.021     -0.021     -0.021     0.5673779
-0.02     -0.02     -0.02     0.56249994
-0.019     -0.019     -0.019     0.5577566
-0.018     -0.018     -0.018     0.553543
-0.017     -0.017     -0.017     0.5494482
-0.016     -0.016     -0.016     0.5455374
-0.015     -0.015     -0.015     0.5421105
-0.014     -0.014     -0.014     0.53882533
-0.013     -0.013     -0.013     0.53573984
-0.012     -0.012     -0.012     0.53284115
-0.011     -0.011     -0.011     0.5300339
-0.01     -0.01     -0.01     0.52652603
-0.009     -0.009     -0.009     0.5229574
-0.008     -0.008     -0.008     0.519835
-0.007     -0.007     -0.007     0.51723903
-0.006     -0.006     -0.006     0.5172248
-0.005     -0.005     -0.005     0.5177487
-0.004     -0.004     -0.004     0.51781917
-0.003     -0.003     -0.003     0.5175622
-0.002     -0.002     -0.002     0.5180051
-0.001     -0.001     -0.001     0.51739585
0.0     0.0     0.0     0.51474947
0.001     0.001     0.001     0.5121402
0.002     0.002     0.002     0.5097546
0.003     0.003     0.003     0.50632095
0.004     0.004     0.004     0.49893063
0.005     0.005     0.005     0.49080884
0.006     0.006     0.006     0.48407537
0.007     0.007     0.007     0.4783091
0.008     0.008     0.008     0.4753996
0.009     0.009     0.009     0.47216648
0.01     0.01     0.01     0.46985793
0.011     0.011     0.011     0.46792543
0.012     0.012     0.012     0.46593553
0.013     0.013     0.013     0.46370435
0.014     0.014     0.014     0.46215823
0.015     0.015     0.015     0.4604525
0.016     0.016     0.016     0.45875615
0.017     0.017     0.017     0.4569372
0.018     0.018     0.018     0.45540255
0.019     0.019     0.019     0.45440274
0.02     0.02     0.02     0.4534827
0.021     0.021     0.021     0.4526084
0.022     0.022     0.022     0.45213893
0.023     0.023     0.023     0.4516103
0.024     0.024     0.024     0.45097965
0.025     0.025     0.025     0.45038748
0.026     0.026     0.026     0.44990706
0.027     0.027     0.027     0.44938976
0.028     0.028     0.028     0.449417
0.029     0.029     0.029     0.4495611
0.03     0.03     0.03     0.44979328
