Inference results by NN model
strain parameters and last term is v5
strain_x    strain_y     strain_z     v5
-0.03     -0.03     -0.03     0.63725275
-0.029     -0.029     -0.029     0.63139707
-0.028     -0.028     -0.028     0.62556
-0.027     -0.027     -0.027     0.6197618
-0.026     -0.026     -0.026     0.6139833
-0.025     -0.025     -0.025     0.60824466
-0.024     -0.024     -0.024     0.6026722
-0.023     -0.023     -0.023     0.597144
-0.022     -0.022     -0.022     0.59140176
-0.021     -0.021     -0.021     0.5857165
-0.02     -0.02     -0.02     0.5802987
-0.019     -0.019     -0.019     0.5753831
-0.018     -0.018     -0.018     0.5708333
-0.017     -0.017     -0.017     0.56657857
-0.016     -0.016     -0.016     0.56259286
-0.015     -0.015     -0.015     0.5591148
-0.014     -0.014     -0.014     0.5554365
-0.013     -0.013     -0.013     0.55180013
-0.012     -0.012     -0.012     0.54822683
-0.011     -0.011     -0.011     0.5447882
-0.01     -0.01     -0.01     0.54135907
-0.009     -0.009     -0.009     0.53819656
-0.008     -0.008     -0.008     0.5353463
-0.007     -0.007     -0.007     0.5321702
-0.006     -0.006     -0.006     0.5284517
-0.005     -0.005     -0.005     0.52519417
-0.004     -0.004     -0.004     0.52169204
-0.003     -0.003     -0.003     0.518321
-0.002     -0.002     -0.002     0.5147358
-0.001     -0.001     -0.001     0.5107897
0.0     0.0     0.0     0.5063957
0.001     0.001     0.001     0.50192225
0.002     0.002     0.002     0.49651465
0.003     0.003     0.003     0.49185467
0.004     0.004     0.004     0.48775244
0.005     0.005     0.005     0.483691
0.006     0.006     0.006     0.47987232
0.007     0.007     0.007     0.47543916
0.008     0.008     0.008     0.46988845
0.009     0.009     0.009     0.46265572
0.01     0.01     0.01     0.4553893
0.011     0.011     0.011     0.44878244
0.012     0.012     0.012     0.44331628
0.013     0.013     0.013     0.43859833
0.014     0.014     0.014     0.43393165
0.015     0.015     0.015     0.42974782
0.016     0.016     0.016     0.42585832
0.017     0.017     0.017     0.4222873
0.018     0.018     0.018     0.41904467
0.019     0.019     0.019     0.41616577
0.02     0.02     0.02     0.41369852
0.021     0.021     0.021     0.41155803
0.022     0.022     0.022     0.41012838
0.023     0.023     0.023     0.4093942
0.024     0.024     0.024     0.40921444
0.025     0.025     0.025     0.4092863
0.026     0.026     0.026     0.40942603
0.027     0.027     0.027     0.4096221
0.028     0.028     0.028     0.41001233
0.029     0.029     0.029     0.41053897
0.03     0.03     0.03     0.41117615
